"";"C1A17";"C1F18";"C1A18";"C2A17";"C2F18";"C2A18";"C3A17";"C3F18";"C3A18";"C4A17";"C4F18";"C4A18";"F1A17";"F1F18";"F1A18";"F2A17";"F2F18";"F2A18";"F3A17";"F3F18";"F3A18";"F4A17";"F4F18";"F4A18";"H1A17";"H1F18";"H1A18";"H2A17";"H2F18";"H2A18";"H3A17";"H3F18";"H3A18";"H4A17";"H4F18";"H4A18";"P1F18";"P1A18";"P2F18";"P3F18";"P4F18";"L1A17";"L1F18";"L1A18";"L2A17";"L2F18";"L2A18";"L3A17";"L3F18";"L3A18";"L4A17";"L4F18";"L4A18";"Q1A17";"Q1F18";"Q2A17";"Q2F18";"Q3A17";"Q3F18";"Q3A18";"Q4A17";"Q4F18";"Q4A18"
"F3A18";0,935048868257018;0,403520475164092;0,372327335041715;0,839462690144053;0,51119524957587;0,317523891985942;0,798944091123288;0,782614312659103;0,425226616633138;0,851545698711002;0,688100197489417;0,465298774574303;0,548085122692177;0,516613005032321;0,170192984089464;0,42091194418927;0,408625657035884;0,339155173231798;0,459905579710398;0,408674904769279;0;0,481490662567762;0,464122593857529;0,319908978674064;0,471911065134166;0,493259960990665;0,43488848810028;0,509743720962111;0,455365502355882;0,42307365858404;0,451635633426411;0,471773854866526;0,41390730945882;0,456108904439731;0,46792346518727;0,361469992994244;0,355753733828713;0,285608835920721;0,359889772188611;0,404924651967136;0,379878404295685;0,498131320006612;0,489116856312405;0,414404201773229;0,521939457283583;0,381892980529142;0,502773729359469;0,545750521036271;0,418631971952003;0,452257679563905;0,518978130770064;0,443809676986982;0,466396772250399;0,756900390552901;0,82251482593166;0,552871651210373;0,515308368027939;0,66692028953263;0,456385378404822;0,433064515861339;0,565503792837453;0,559975599824933;0,44021178546262
"F4A17";0,743379471311836;0,499951586675042;0,626229088440368;0,695918107766757;0,485550803871042;0,610475525107825;0,77117177645904;0,715361899484451;0,5950851262723;0,803963254571104;0,620145790774083;0,601772416245543;0,431329956660265;0,580451485313689;0,483417947395943;0,360352859763273;0,607994608771653;0,570725591542204;0,260099206664916;0,546480610297359;0,481490662567762;0;0,554297534151831;0,527427779289172;0,553123560611503;0,626815710361272;0,635045678294892;0,585528481512176;0,602778448434522;0,620949622782717;0,560296506949216;0,591753210951134;0,62191128425616;0,538337127816238;0,586360439561251;0,590100381992002;0,53681083030906;0,481288050863984;0,536289760570656;0,559606200245502;0,546646898671707;0,588008080567732;0,555166915835699;0,580428363488118;0,586099803197897;0,52510403447763;0,599478791325777;0,596526512150881;0,528797748638015;0,576107001049637;0,599099720051016;0,541543570155151;0,575354331226967;0,798753006732252;0,922444477125687;0,680700821969185;0,700916253839309;0,788394849873104;0,718513345885417;0,578771744624506;0,659837101616956;0,701647731525723;0,558125311673946
"F4F18";0,869153146449115;0,263859100488871;0,352134110565191;0,87693226590116;0,370547087650428;0,374028258061056;0,886855722397384;0,690909698355322;0,431991274743154;0,88198340578333;0,630998432151638;0,43636426585188;0,380462024291871;0,467691604529038;0,334257888329404;0,327331899127512;0,278030633648092;0,333328081723879;0,415861866920345;0,126707424792205;0,464122593857529;0,554297534151831;0;0,285260981261148;0,404155985529976;0,338546066031006;0,364750533490078;0,396779745919144;0,36271045628536;0,351044784284006;0,331179483442257;0,384682832229447;0,35275890084275;0,29937774030936;0,383380464725959;0,346794336694265;0,326067789664642;0,451323017952604;0,310583724241165;0,310300716006944;0,325592083305355;0,397103320649006;0,523708500102836;0,459573641462917;0,34190331333344;0,368996935425069;0,39223680348656;0,376245965126156;0,401718931610367;0,424636543858955;0,404417914345114;0,354918710410707;0,426373029174055;0,619347356661308;0,754558041766584;0,334971268968642;0,488866907614724;0,454843074422439;0,422824646301339;0,333342993310383;0,396183863720555;0,539645199009228;0,364912060758462
"F4A18";0,897934565003073;0,300487282067998;0,22159936316488;0,892390061191837;0,441489298767517;0,265004826396868;0,845259132334823;0,763441170155825;0,313220844433299;0,88945534688871;0,67427800899773;0,341960903629843;0,442144100056805;0,488388093360266;0,187407067487133;0,288281011696719;0,320240244556563;0,140457001581205;0,383295593551709;0,25941562788615;0,319908978674064;0,527427779289172;0,285260981261148;0;0,361111322778849;0,349099092370427;0,264421520209406;0,382257327374809;0,307099835543833;0,237429663319722;0,311587305187581;0,309877336327867;0,224476537135924;0,286518464247698;0,31715029814276;0,18013228743073;0,186777775064837;0,353841681190842;0,182975554906337;0,204176166009906;0,192790174582402;0,327918155234677;0,439472725969153;0,292723973112637;0,31812555026578;0,308023424482694;0,299679727880936;0,328589865995263;0,310076204681438;0,29602986323314;0,370606204865272;0,248922190541492;0,317442092119895;0,681008155381807;0,781765995419431;0,31766104202506;0,393438871805145;0,494521213833412;0,322416615599449;0,209499717349927;0,407556292804949;0,526124590248512;0,264955773870298
"H1A17";0,761084262620415;0,344863859013909;0,392556367456494;0,85184237925871;0,488640804600259;0,43071479966305;0,847708881347777;0,689709506381036;0,498288073403923;0,830303693000981;0,650360547891563;0,527887770791177;0,429023659467742;0,569578902006733;0,413545503673075;0,375150538617024;0,452228832679488;0,287577552319099;0,414162270483035;0,415082295576959;0,471911065134166;0,553123560611503;0,404155985529976;0,361111322778849;0;0,24543017325895;0,280018083401031;0,135426651023557;0,261374154780062;0,264834657569935;0,165975550161413;0,263081804588646;0,269535292455301;0,187496330146784;0,236697535627128;0,341572831631658;0,377218282490352;0,456774581782445;0,386934296493483;0,390290974178946;0,372829424977527;0,270996035582524;0,435547096465949;0,367157259238661;0,324546982751277;0,310218136459346;0,294110870633538;0,307384019217844;0,259508797731739;0,327018294874824;0,283973955760658;0,281258940524434;0,277286178138704;0,708296828085133;0,836418364778819;0,388378864585916;0,39585115754316;0,497177139725616;0,425782853595518;0,339437015151846;0,452886756154662;0,589451816534517;0,269768044772564
"H1F18";0,877979024411961;0,308007916643944;0,379503606397829;0,934478184674154;0,530139008358107;0,41640113079513;0,924653632027534;0,790379798255246;0,509754909645314;0,875687071396774;0,718372110657822;0,496765685191605;0,449971914110552;0,59983036770215;0,407271622844147;0,424830618960777;0,403436502174646;0,286767314675953;0,457309767491033;0,372055607487694;0,493259960990665;0,626815710361272;0,338546066031006;0,349099092370427;0,24543017325895;0;0,206469101175455;0,190489766947414;0,109390553935114;0,231517867579481;0,208825232042996;0,131514639615405;0,230614212231326;0,208131633519839;0,11353765375055;0,315575992900299;0,272932826836307;0,548042785895525;0,277356181427219;0,297740383528467;0,27174701471338;0,17372493792089;0,495142302703835;0,33718912068402;0,223136606707558;0,292435065971344;0,25375380184855;0,208883724735823;0,258314252902006;0,312096661663068;0,169526790531458;0,208213089932224;0,267690172683732;0,661096275577044;0,808113846321971;0,320765986911265;0,404912175299019;0,475368356772272;0,430651443867997;0,291347045572688;0,421609706790851;0,610493827305905;0,205189558558956
"H1A18";0,92984197385797;0,360749506921917;0,22312813830715;0,930744589906072;0,533422494307433;0,27083584195748;0,953154721594673;0,848933872106199;0,382711535380809;0,906232735087058;0,754693328747478;0,368551986753757;0,455419259383856;0,598564506367724;0,336212884085683;0,399619094512568;0,406367905605212;0,166154116470719;0,459546998739833;0,337762717350273;0,43488848810028;0,635045678294892;0,364750533490078;0,264421520209406;0,280018083401031;0,206469101175455;0;0,235825223336309;0,184807563798305;0,0674170802746546;0,217740651995384;0,215424387964519;0,0936365558424066;0,192458424415057;0,219504523621984;0,168992130279326;0,253248777329809;0,457379912669898;0,272822086150118;0,277921668128897;0,259384939423347;0,246228469654959;0,489167195088503;0,303975113112768;0,279498881971395;0,320543800704203;0,284120493164876;0,269880218997371;0,273718851342569;0,256118043226011;0,245111696661243;0,217469164665522;0,284804901342103;0,686303704003312;0,798152488378908;0,333333678500483;0,374952962613187;0,484322039338194;0,363145638372086;0,259816622455719;0,443821896698257;0,574699149639112;0,210283917476911
"H2A17";0,780949895230456;0,348375608990867;0,374452748258438;0,868653310063441;0,50139709380655;0,434205855906003;0,904231361037814;0,717231559873626;0,509747893094297;0,853258253665228;0,683401021376855;0,514758309474417;0,428979816975831;0,611704282894882;0,44862834817521;0,39941555198628;0,452782844661742;0,3118947354044;0,431483921546793;0,411438003343261;0,509743720962111;0,585528481512176;0,396779745919144;0,382257327374809;0,135426651023557;0,190489766947414;0,235825223336309;0;0,211735449078936;0,247345149662735;0,123093033407225;0,22237900288572;0,265575690449799;0,156888907287419;0,217331933718882;0,345001474659403;0,376286434823063;0,516397830240534;0,393765895556525;0,388772474673188;0,371321359675217;0,240540904166415;0,498106878731105;0,356057414416288;0,277499730451069;0,346990075263742;0,281786891715966;0,267001689845063;0,302211168988483;0,328191304142934;0,219766202775021;0,257256405994594;0,273718660114715;0,674496694065917;0,815767383108995;0,354149463642243;0,402158070058798;0,467738004932376;0,425345319178989;0,346839489656588;0,428805263823405;0,627281406205787;0,266271364387819
"H2F18";0,878420677340733;0,313091736722263;0,35095001666621;0,924451562467307;0,516352591114377;0,386922312616398;0,932227167278362;0,815197585252136;0,478997173197123;0,8959612870258;0,708245587211393;0,483424960686801;0,447547026206173;0,587235098661408;0,370681354326231;0,418624273723931;0,409014037255492;0,271486823171963;0,441703876842813;0,359024505460218;0,455365502355882;0,602778448434522;0,36271045628536;0,307099835543833;0,261374154780062;0,109390553935114;0,184807563798305;0,211735449078936;0;0,20335725962916;0,215513107484193;0,115825531187348;0,204980037604547;0,202792243752752;0,138766038536305;0,284132397777835;0,25713695360132;0,505618271189908;0,256931567509697;0,256513889770723;0,24222793131202;0,193744215530724;0,495741821042689;0,284363873732588;0,225115435672237;0,29110336042403;0,236036448735258;0,227238726531942;0,275245883838483;0,282465398445773;0,186728812623212;0,205605344194035;0,24424712331256;0,654891354050852;0,811848209549756;0,363328642163159;0,389176494762712;0,497191753473168;0,428854269324893;0,281202033159753;0,434349067747384;0,593500901319161;0,207798237980261
"H2A18";0,922533347766801;0,337458423061474;0,202979086409714;0,935852401969109;0,517505174513505;0,250492538433773;0,934748714989514;0,837916340872474;0,350963704116705;0,898467775240252;0,747468245156926;0,365568640414305;0,457809887774984;0,578166478544624;0,313605093876424;0,379840868919616;0,408587573804823;0,147557368317744;0,447674251147172;0,328644289264547;0,42307365858404;0,620949622782717;0,351044784284006;0,237429663319722;0,264834657569935;0,231517867579481;0,0674170802746546;0,247345149662735;0,20335725962916;0;0,203506843151484;0,226956426587844;0,0866534190957236;0,183757490726749;0,230755720805395;0,149746216752694;0,252380624656636;0,445474544485814;0,266823499575522;0,270102736498903;0,259163788412715;0,248680683318083;0,485287794649573;0,306157835219009;0,286955166896984;0,316785138910502;0,275756263983798;0,280195172050663;0,27437262734314;0,250246902992427;0,264071241624377;0,209402334540763;0,278222639435699;0,687004171040866;0,797890679734116;0,338820632264746;0,375924149554752;0,484672032480249;0,367272997282915;0,246616167414011;0,433970860701133;0,58040165492373;0,206061469832091
"H3A17";0,828521149672967;0,320983762155742;0,33050889893567;0,908799958250257;0,486539702299619;0,392015240966199;0,902059099730714;0,745583301256339;0,454328397028693;0,872975833158159;0,695993832368573;0,480884853636834;0,40592549392547;0,592875876037286;0,373776158506875;0,352621425969216;0,417785602370683;0,242220027168817;0,412979276778356;0,351620714196545;0,451635633426411;0,560296506949216;0,331179483442257;0,311587305187581;0,165975550161413;0,208825232042996;0,217740651995384;0,123093033407225;0,215513107484193;0,203506843151484;0;0,217381266559947;0,208218091142911;0,110452016935817;0,197130735454884;0,284190854041898;0,323617992718424;0,469573961914283;0,319563822160107;0,318559110902527;0,317347050446142;0,211353060937332;0,470038652739664;0,31918306028403;0,249055803274122;0,315178139472449;0,24352983182514;0,242618995333115;0,264704422416648;0,288209466755492;0,231363909612735;0,219972172596292;0,258401926902252;0,683246808704786;0,802235453146519;0,33297433966022;0,385411081224711;0,494662665758899;0,400497401651639;0,277767671667968;0,391406930182095;0,615829117691999;0,241276374096768
"H3F18";0,860856113293444;0,302811096807244;0,369577807666186;0,925918360074885;0,515997409060143;0,409714005477192;0,903104586897058;0,795004131069429;0,498720774040661;0,893729011472292;0,695987486823209;0,501439393109476;0,442454908570073;0,587147639357211;0,379621701373546;0,393351993778066;0,397309019099663;0,255997158346233;0,428794477121755;0,376385889306302;0,471773854866526;0,591753210951134;0,384682832229447;0,309877336327867;0,263081804588646;0,131514639615405;0,215424387964519;0,22237900288572;0,115825531187348;0,226956426587844;0,217381266559947;0;0,226226084865774;0,220437760182211;0,0622814828726895;0,307255401553262;0,24010630384231;0,51203349791949;0,247974594457717;0,247547925082013;0,211416182773212;0,182586140564041;0,492020587915167;0,29104864798603;0,21048256431028;0,300702911721741;0,24505537603657;0,210144709001153;0,272124080855552;0,2938993955169;0,202488769461564;0,210486869019756;0,249844729911634;0,656332060504295;0,796350459148558;0,347345179354965;0,397668716245362;0,491894170106333;0,41637836801044;0,294630011710734;0,428361878026374;0,613940136508905;0,225918542839065
"H3A18";0,926582453462662;0,325671946454506;0,223688934624887;0,942704393390683;0,499313682106449;0,266423658374493;0,929471558701603;0,830582141447459;0,36623681273126;0,897371692496511;0,73187862122246;0,389823224361837;0,457563735911519;0,557716213283306;0,301044732786636;0,388489025892904;0,377979891686587;0,150121852424757;0,467131347211069;0,322519095867464;0,41390730945882;0,62191128425616;0,35275890084275;0,224476537135924;0,269535292455301;0,230614212231326;0,0936365558424066;0,265575690449799;0,204980037604547;0,0866534190957236;0,208218091142911;0,226226084865774;0;0,204469784044023;0,226135323338752;0,175399599557564;0,241589876431916;0,431666567237746;0,262339662053275;0,262226435545856;0,250030092451168;0,270774411853036;0,480952342438735;0,30991144059998;0,289603857924088;0,301986169370176;0,29389231614972;0,277456530125078;0,262567099639845;0,271190910661042;0,292477173842728;0,210824829658963;0,285467119455969;0,694567431205923;0,789392934975584;0,343640344673733;0,36695300544412;0,486824794986819;0,336214653696719;0,266990392502417;0,439994824233771;0,558486847221737;0,221511881520822
"H4A17";0,829304584898451;0,306839348050136;0,304534936830841;0,867180595910416;0,469586493019739;0,357045204717067;0,871900993791326;0,752828078710139;0,430288958001355;0,879609318658974;0,691217934654705;0,435682041181887;0,381668910764858;0,58768818884988;0,357411421750798;0,321730962685303;0,404043482519613;0,227492388606542;0,382877164949822;0,315592259438495;0,456108904439731;0,538337127816238;0,29937774030936;0,286518464247698;0,187496330146784;0,208131633519839;0,192458424415057;0,156888907287419;0,202792243752752;0,183757490726749;0,110452016935817;0,220437760182211;0,204469784044023;0;0,210870663025145;0,24701981664728;0,296561255667838;0,464305292263944;0,293716676791378;0,293005124529983;0,295985554980232;0,239623303946052;0,4857817827813;0,362805655941488;0,245337304821981;0,322780575626926;0,269477439334189;0,252317502887099;0,293415921649206;0,311313476197687;0,230789060328826;0,214770912066999;0,283974048996129;0,682743562024049;0,808360795970374;0,325582325000332;0,401626707390932;0,463410765191176;0,409439997984413;0,274863946585985;0,394995855643261;0,587587942824644;0,235291341220441
"H4F18";0,847389832615959;0,310812961225476;0,388567730545127;0,926864344911616;0,523994461793158;0,433424858942321;0,889759583140426;0,79599889755818;0,502388653363447;0,878888564816391;0,703941903681912;0,515046186096957;0,445603659898278;0,586465771429343;0,382652278338827;0,388597052213077;0,405369105782204;0,261845589992313;0,425654239736995;0,383937305543996;0,46792346518727;0,586360439561251;0,383380464725959;0,31715029814276;0,236697535627128;0,11353765375055;0,219504523621984;0,217331933718882;0,138766038536305;0,230755720805395;0,197130735454884;0,0622814828726895;0,226135323338752;0,210870663025145;0;0,306998780910921;0,247243453309961;0,517218056104263;0,255204502507223;0,256828040905397;0,227105161429245;0,180593116339961;0,486720560037617;0,306683385586065;0,224235475341337;0,299856544289201;0,239989081326415;0,217117800620269;0,255694524828117;0,297288603150271;0,200529465262432;0,215517713731876;0,253986738031999;0,668670016659021;0,801023800950576;0,339251921138291;0,393597977044225;0,489281275750848;0,409702552079325;0,297656495336545;0,431445616175872;0,619038025754533;0,216386964668369
"H4A18";0,912230701563979;0,323749640952785;0,12651155979775;0,917799878138396;0,499751926058878;0,178486487063277;0,901637178463713;0,824298458337954;0,25217004947424;0,890141883582766;0,721479137951661;0,281568527549528;0,471944524303089;0,533792607728385;0,248000079994052;0,36188746429951;0,351517410283868;0,146919128864274;0,427376688584967;0,319532050802585;0,361469992994244;0,590100381992002;0,346794336694265;0,18013228743073;0,341572831631658;0,315575992900299;0,168992130279326;0,345001474659403;0,284132397777835;0,149746216752694;0,284190854041898;0,307255401553262;0,175399599557564;0,24701981664728;0,306998780910921;0;0,199700035563657;0,412874430338848;0,222223375614778;0,263248006450078;0,230415638995114;0,30666442233385;0,493450576695966;0,311327873576625;0,334991066123023;0,335036040854789;0,324383150506156;0,328210884881976;0,311430180547404;0,280907275351905;0,32864737005547;0,257857427611265;0,327846679709651;0,698781378386419;0,801590370778187;0,351956788040106;0,396150698739352;0,496932519032301;0,351756027183735;0,253751142369275;0,44104008323995;0,534585212943495;0,237908586370331
"P1F18";0,889255870226696;0,270861159847077;0,261327869918421;0,900436469658847;0,468492508600204;0,298248810708038;0,877702202645752;0,79888501874254;0,355903862207897;0,882977599010501;0,681521635906804;0,385068826259535;0,470037163493599;0,53242137656017;0,25891649823291;0,331327715910813;0,35195873188582;0,203813032683971;0,382695414942934;0,304558095023834;0,355753733828713;0,53681083030906;0,326067789664642;0,186777775064837;0,377218282490352;0,272932826836307;0,253248777329809;0,376286434823063;0,25713695360132;0,252380624656636;0,323617992718424;0,24010630384231;0,241589876431916;0,296561255667838;0,247243453309961;0,199700035563657;0;0,412910462359096;0,0923294482642823;0,150839936613257;0,0868718323135451;0,265558543622161;0,452088559997587;0,264527701432851;0,278665293331272;0,259815670324409;0,302742031875967;0,292341155695427;0,273791298761549;0,282608327362118;0,307507152215062;0,224915248759122;0,312885043844477;0,646587337379765;0,821349769450266;0,353004087541077;0,412029635775644;0,513983885912568;0,358088485297347;0,249848944834924;0,435457556719923;0,5512046296309;0,247386746087655
"P1A18";0,860639017573209;0,425635414023707;0,43712988722712;0,807702041691494;0,462994014957503;0,41961242331507;0,738494880854417;0,699913573992325;0,406145765556205;0,777547707670175;0,611860146403004;0,434415797874568;0,505844728782166;0,504146696169105;0,301642920127624;0,412648073239374;0,433868185625048;0,375332057623565;0,455174169064646;0,3812532734588;0,285608835920721;0,481288050863984;0,451323017952604;0,353841681190842;0,456774581782445;0,548042785895525;0,457379912669898;0,516397830240534;0,505618271189908;0,445474544485814;0,469573961914283;0,51203349791949;0,431666567237746;0,464305292263944;0,517218056104263;0,412874430338848;0,412910462359096;0;0,397504232672914;0,432929975896354;0,425734647270113;0,536569584966824;0,465913537235868;0,465611065418472;0,535847078842812;0,388175816471226;0,536477955281994;0,58078571620848;0,436633939531387;0,44456563980686;0,583706647868021;0,458307087988534;0,492162729942142;0,678356193352183;0,831501985291628;0,535709471911699;0,516931209424527;0,585362381573815;0,482942101785969;0,430405808097271;0,504831054685229;0,582645967346591;0,47046876648956
"P2F18";0,876927915068565;0,279648237270908;0,285907474804565;0,901646690826685;0,447516398429948;0,319574459506302;0,856211632585095;0,784782450013933;0,364869307276521;0,875511818063669;0,650556837873297;0,383316405790286;0,447385452274465;0,545881220410998;0,250373256089825;0,310334463429821;0,339336142518661;0,204211656156406;0,363184762037183;0,277394440176931;0,359889772188611;0,536289760570656;0,310583724241165;0,182975554906337;0,386934296493483;0,277356181427219;0,272822086150118;0,393765895556525;0,256931567509697;0,266823499575522;0,319563822160107;0,247974594457717;0,262339662053275;0,293716676791378;0,255204502507223;0,222223375614778;0,0923294482642823;0,397504232672914;0;0,112149201168173;0,0823617807768897;0,279830624305615;0,44933550772193;0,264967854709593;0,281959755853227;0,278526429099445;0,296172225473165;0,316941338210505;0,294433976752727;0,283843980034862;0,322522485639578;0,234634903268566;0,311491634376081;0,625497018469622;0,812128917761557;0,327927425094031;0,393668134656978;0,495396800232309;0,331789821730723;0,217478744187236;0,412336264657732;0,57487430296643;0,268413584444456
"P3F18";0,870344624927867;0,317458209741516;0,308386949040617;0,904995672653348;0,470329677473169;0,343762310665876;0,873307654615695;0,788517722091462;0,39513398384762;0,898736575642452;0,668823635487158;0,412263365030406;0,429891870775931;0,551263558122587;0,283139823112201;0,306362050057934;0,36119104257765;0,240023967006199;0,386954172420298;0,280440498915651;0,404924651967136;0,559606200245502;0,310300716006944;0,204176166009906;0,390290974178946;0,297740383528467;0,277921668128897;0,388772474673188;0,256513889770723;0,270102736498903;0,318559110902527;0,247547925082013;0,262226435545856;0,293005124529983;0,256828040905397;0,263248006450078;0,150839936613257;0,432929975896354;0,112149201168173;0;0,116762146722044;0,291759994756229;0,47020454290359;0,268386878802813;0,294052244032819;0,28936294507937;0,29752319527919;0,324973952602662;0,337403040169045;0,309260200040219;0,336865816847399;0,254370774523353;0,340513370624398;0,615047605504032;0,804834453242149;0,332225440364155;0,411324595120648;0,501117459739043;0,366050786809054;0,251819805809389;0,401743487750603;0,596898685359688;0,28980591953621
"P4F18";0,861408160254478;0,267654432235816;0,286268251928917;0,902649505147472;0,470014567634186;0,327052617742305;0,869221186880999;0,794778860939964;0,379436180875599;0,89107182860945;0,681362922341212;0,39081708763951;0,456002972154171;0,542699519288379;0,278663418735349;0,323565893067955;0,35762808730792;0,198275631493642;0,380053451649367;0,303170607412859;0,379878404295685;0,546646898671707;0,325592083305355;0,192790174582402;0,372829424977527;0,27174701471338;0,259384939423347;0,371321359675217;0,24222793131202;0,259163788412715;0,317347050446142;0,211416182773212;0,250030092451168;0,295985554980232;0,227105161429245;0,230415638995114;0,0868718323135451;0,425734647270113;0,0823617807768897;0,116762146722044;0;0,264713060654451;0,471450577554639;0,281534325266382;0,268335020587426;0,313802143018063;0,293899266961564;0,291513324307895;0,313829440201306;0,296736038383419;0,299662080955885;0,250161586027411;0,310519668156753;0,63690708379824;0,819195970241577;0,328731467225303;0,427737217491411;0,505463000257289;0,367927270531268;0,243281626975344;0,42109739148961;0,586030693385313;0,247271597269151
